1,5,9,2.0
1,5,7,2.0
1,5,3,2.0
1,5,7,4.0
1,5,5,2.0
1,5,2,2.0
1,5,4,2.0
1,5,5,2.0
1,5,7,4.0
1,5,6,2.0
1,5,7,12.0
1,5,7,12.0
