1,5,9,2.0
1,5,10,4.0
1,5,9,1.0
1,5,7,1.0
1,5,5,4.0
1,-1,-1,2.0
1,5,10,3.0
1,5,9,1.0
1,5,7,1.0
1,5,5,1.0
1,5,4,4.0
1,5,2,4.0
1,5,2,2.0
1,4,10,1.0
1,5,0,1.0
1,5,2,1.0
1,5,4,1.0
1,5,5,1.0
1,5,7,1.0
1,5,9,1.0
1,5,10,1.0
1,6,0,3.0
1,5,10,1.0
1,5,10,4.0
1,5,9,2.0
