1,5,9,2.0
1,5,7,2.0
1,5,3,2.0
1,5,7,4.0
1,5,5,2.0
1,5,2,4.0
1,5,5,8.0
1,-1,-1,2.0
1,5,10,4.0
1,5,9,2.0
1,5,5,2.0
1,5,9,2.0
1,5,9,2.0
1,5,7,2.0
1,5,3,2.0
1,5,7,4.0
1,5,5,2.0
