1,-1,-1,12.0
1,5,7,4.0
1,6,2,6.0
1,6,0,1.0
1,6,2,1.0
1,6,4,4.0
1,6,2,2.0
1,6,5,4.0
1,6,4,1.0
1,6,2,1.0
1,6,0,4.0
1,6,2,4.0
1,6,4,4.0
