1,4,7,12.0
1,4,10,6.0
1,4,9,1.0
1,4,7,1.0
1,4,10,4.0
1,4,9,4.0
1,4,9,2.0
1,4,10,2.0
1,5,0,2.0
1,5,2,2.0
