2,-1,-1,12.0
2,-1,-1,12.0
2,-1,-1,2.0
2,5,2,2.0
2,5,4,2.0
2,5,5,2.0
2,5,7,4.0
2,5,7,2.0
2,5,5,1.0
2,5,4,1.0
2,5,2,2.0
2,5,4,2.0
2,5,5,4.0
